county,age_cat,sex,race_ethnicity,dt_diagnosis,time_int,new_infections,cumulative_infected,new_unrecovered,cumulative_unrecovered,new_severe,cumulative_severe
Tehama County,18-49,FEMALE,7,2023-09-04,202336,82,429,1,20,1,1
Tehama County,18-49,FEMALE,7,2023-09-11,202337,69,498,1,21,1,2
Tehama County,18-49,FEMALE,7,2023-09-18,202338,80,578,5,26,0,2
Tehama County,18-49,FEMALE,7,2023-09-25,202339,58,636,6,32,0,2
Tehama County,18-49,FEMALE,7,2023-10-02,202340,60,696,1,33,0,2
Tehama County,18-49,FEMALE,7,2023-10-09,202341,58,754,2,35,0,2
Tehama County,18-49,FEMALE,7,2023-10-16,202342,74,828,3,38,0,2
Tehama County,18-49,FEMALE,7,2023-10-23,202343,51,879,3,41,2,4
Tehama County,18-49,FEMALE,7,2023-10-30,202344,38,917,2,43,0,4
Tehama County,18-49,FEMALE,7,2023-11-06,202345,20,937,2,45,1,5
Tehama County,18-49,FEMALE,7,2023-11-13,202346,12,949,0,45,1,6
Tehama County,18-49,FEMALE,7,2023-11-20,202347,1,950,1,46,0,6
Tehama County,18-49,FEMALE,7,2023-11-27,202348,3,953,0,46,1,7
Tehama County,18-49,FEMALE,7,2023-12-04,202349,0,953,0,46,0,7
Tehama County,18-49,FEMALE,7,2023-12-11,202350,2,955,0,46,0,7
Tehama County,18-49,FEMALE,7,2023-12-18,202351,0,955,0,46,0,7
Tehama County,18-49,FEMALE,7,2023-12-25,202352,0,955,0,46,0,7
Tehama County,18-49,MALE,1,2023-05-29,202322,3,3,0,0,0,0
Tehama County,18-49,MALE,1,2023-06-05,202323,5,8,1,1,0,0
Tehama County,18-49,MALE,1,2023-06-12,202324,7,15,1,2,0,0
Tehama County,18-49,MALE,1,2023-06-19,202325,16,31,0,2,0,0
Tehama County,18-49,MALE,1,2023-06-26,202326,36,67,1,3,0,0
Tehama County,18-49,MALE,1,2023-07-03,202327,30,97,1,4,0,0
Tehama County,18-49,MALE,1,2023-07-10,202328,38,135,0,4,1,1
Tehama County,18-49,MALE,1,2023-07-17,202329,30,165,4,8,0,1
Tehama County,18-49,MALE,1,2023-07-24,202330,37,202,1,9,2,3
Tehama County,18-49,MALE,1,2023-07-31,202331,53,255,1,10,0,3
Tehama County,18-49,MALE,1,2023-08-07,202332,55,310,1,11,1,4
Tehama County,18-49,MALE,1,2023-08-14,202333,61,371,1,12,0,4
Tehama County,18-49,MALE,1,2023-08-21,202334,117,488,0,12,0,4
Tehama County,18-49,MALE,1,2023-08-28,202335,183,671,4,16,0,4
Tehama County,18-49,MALE,1,2023-09-04,202336,196,867,5,21,1,5
Tehama County,18-49,MALE,1,2023-09-11,202337,150,1017,10,31,2,7
Tehama County,18-49,MALE,1,2023-09-18,202338,176,1193,11,42,2,9
Tehama County,18-49,MALE,1,2023-09-25,202339,137,1330,8,50,2,11
Tehama County,18-49,MALE,1,2023-10-02,202340,133,1463,8,58,3,14
Tehama County,18-49,MALE,1,2023-10-09,202341,140,1603,10,68,0,14
Tehama County,18-49,MALE,1,2023-10-16,202342,142,1745,10,78,1,15
Tehama County,18-49,MALE,1,2023-10-23,202343,108,1853,10,88,3,18
Tehama County,18-49,MALE,1,2023-10-30,202344,77,1930,4,92,3,21
Tehama County,18-49,MALE,1,2023-11-06,202345,50,1980,3,95,2,23
Tehama County,18-49,MALE,1,2023-11-13,202346,23,2003,4,99,0,23
Tehama County,18-49,MALE,1,2023-11-20,202347,2,2005,0,99,1,24
Tehama County,18-49,MALE,1,2023-11-27,202348,4,2009,0,99,0,24
Tehama County,18-49,MALE,1,2023-12-04,202349,0,2009,1,100,0,24
Tehama County,18-49,MALE,1,2023-12-11,202350,3,2012,0,100,0,24
Tehama County,18-49,MALE,1,2023-12-18,202351,0,2012,0,100,0,24
Tehama County,18-49,MALE,1,2023-12-25,202352,0,2012,0,100,0,24
Tehama County,18-49,MALE,2,2023-05-29,202322,0,0,0,0,0,0
Tehama County,18-49,MALE,2,2023-06-05,202323,0,0,0,0,0,0
Tehama County,18-49,MALE,2,2023-06-12,202324,1,1,0,0,0,0
Tehama County,18-49,MALE,2,2023-06-19,202325,0,1,0,0,0,0
Tehama County,18-49,MALE,2,2023-06-26,202326,1,2,0,0,0,0
Tehama County,18-49,MALE,2,2023-07-03,202327,1,3,0,0,0,0
Tehama County,18-49,MALE,2,2023-07-10,202328,0,3,0,0,0,0
Tehama County,18-49,MALE,2,2023-07-17,202329,2,5,0,0,0,0
Tehama County,18-49,MALE,2,2023-07-24,202330,1,6,0,0,0,0
Tehama County,18-49,MALE,2,2023-07-31,202331,0,6,0,0,0,0
Tehama County,18-49,MALE,2,2023-08-07,202332,1,7,0,0,0,0
Tehama County,18-49,MALE,2,2023-08-14,202333,1,8,0,0,0,0
Tehama County,18-49,MALE,2,2023-08-21,202334,3,11,0,0,0,0
Tehama County,18-49,MALE,2,2023-08-28,202335,1,12,0,0,0,0
Tehama County,18-49,MALE,2,2023-09-04,202336,4,16,0,0,0,0
Tehama County,18-49,MALE,2,2023-09-11,202337,2,18,0,0,0,0
Tehama County,18-49,MALE,2,2023-09-18,202338,5,23,0,0,0,0
Tehama County,18-49,MALE,2,2023-09-25,202339,2,25,0,0,0,0
Tehama County,18-49,MALE,2,2023-10-02,202340,2,27,0,0,0,0
Tehama County,18-49,MALE,2,2023-10-09,202341,0,27,0,0,0,0
Tehama County,18-49,MALE,2,2023-10-16,202342,3,30,0,0,0,0
Tehama County,18-49,MALE,2,2023-10-23,202343,2,32,1,1,0,0
Tehama County,18-49,MALE,2,2023-10-30,202344,0,32,0,1,0,0
Tehama County,18-49,MALE,2,2023-11-06,202345,1,33,0,1,0,0
Tehama County,18-49,MALE,2,2023-11-13,202346,0,33,0,1,0,0
Tehama County,18-49,MALE,2,2023-11-20,202347,0,33,0,1,0,0
Tehama County,18-49,MALE,2,2023-11-27,202348,0,33,0,1,0,0
Tehama County,18-49,MALE,2,2023-12-04,202349,0,33,0,1,0,0
Tehama County,18-49,MALE,2,2023-12-11,202350,0,33,0,1,0,0
Tehama County,18-49,MALE,2,2023-12-18,202351,0,33,0,1,0,0
Tehama County,18-49,MALE,2,2023-12-25,202352,0,33,0,1,0,0
Tehama County,18-49,MALE,3,2023-05-29,202322,1,1,0,0,0,0
Tehama County,18-49,MALE,3,2023-06-05,202323,0,1,0,0,0,0
Tehama County,18-49,MALE,3,2023-06-12,202324,0,1,0,0,0,0
Tehama County,18-49,MALE,3,2023-06-19,202325,0,1,0,0,0,0
Tehama County,18-49,MALE,3,2023-06-26,202326,0,1,0,0,0,0
Tehama County,18-49,MALE,3,2023-07-03,202327,0,1,0,0,0,0
Tehama County,18-49,MALE,3,2023-07-10,202328,0,1,0,0,0,0
Tehama County,18-49,MALE,3,2023-07-17,202329,2,3,0,0,0,0
Tehama County,18-49,MALE,3,2023-07-24,202330,0,3,1,1,0,0
Tehama County,18-49,MALE,3,2023-07-31,202331,3,6,1,2,0,0
Tehama County,18-49,MALE,3,2023-08-07,202332,1,7,0,2,0,0
Tehama County,18-49,MALE,3,2023-08-14,202333,3,10,0,2,0,0
Tehama County,18-49,MALE,3,2023-08-21,202334,5,15,2,4,0,0
Tehama County,18-49,MALE,3,2023-08-28,202335,7,22,0,4,0,0
Tehama County,18-49,MALE,3,2023-09-04,202336,4,26,0,4,0,0
Tehama County,18-49,MALE,3,2023-09-11,202337,3,29,0,4,0,0
Tehama County,18-49,MALE,3,2023-09-18,202338,4,33,0,4,0,0
Tehama County,18-49,MALE,3,2023-09-25,202339,4,37,1,5,0,0
Tehama County,18-49,MALE,3,2023-10-02,202340,5,42,1,6,0,0
Tehama County,18-49,MALE,3,2023-10-09,202341,5,47,1,7,0,0
Tehama County,18-49,MALE,3,2023-10-16,202342,7,54,0,7,1,1
Tehama County,18-49,MALE,3,2023-10-23,202343,5,59,1,8,0,1
Tehama County,18-49,MALE,3,2023-10-30,202344,3,62,1,9,0,1
Tehama County,18-49,MALE,3,2023-11-06,202345,3,65,1,10,1,2
Tehama County,18-49,MALE,3,2023-11-13,202346,0,65,0,10,1,3
Tehama County,18-49,MALE,3,2023-11-20,202347,0,65,0,10,0,3
Tehama County,18-49,MALE,3,2023-11-27,202348,0,65,0,10,0,3
Tehama County,18-49,MALE,3,2023-12-04,202349,0,65,0,10,0,3
Tehama County,18-49,MALE,3,2023-12-11,202350,1,66,0,10,0,3
Tehama County,18-49,MALE,3,2023-12-18,202351,0,66,0,10,0,3
Tehama County,18-49,MALE,3,2023-12-25,202352,0,66,0,10,0,3
Tehama County,18-49,MALE,4,2023-05-29,202322,0,0,0,0,0,0
Tehama County,18-49,MALE,4,2023-06-05,202323,0,0,0,0,0,0
Tehama County,18-49,MALE,4,2023-06-12,202324,0,0,0,0,0,0
Tehama County,18-49,MALE,4,2023-06-19,202325,0,0,0,0,0,0
Tehama County,18-49,MALE,4,2023-06-26,202326,0,0,0,0,0,0
Tehama County,18-49,MALE,4,2023-07-03,202327,1,1,0,0,0,0
Tehama County,18-49,MALE,4,2023-07-10,202328,1,2,0,0,0,0
Tehama County,18-49,MALE,4,2023-07-17,202329,0,2,0,0,0,0
Tehama County,18-49,MALE,4,2023-07-24,202330,0,2,0,0,0,0
Tehama County,18-49,MALE,4,2023-07-31,202331,0,2,0,0,0,0
Tehama County,18-49,MALE,4,2023-08-07,202332,2,4,0,0,0,0
Tehama County,18-49,MALE,4,2023-08-14,202333,0,4,0,0,0,0
Tehama County,18-49,MALE,4,2023-08-21,202334,2,6,0,0,0,0
Tehama County,18-49,MALE,4,2023-08-28,202335,1,7,0,0,0,0
Tehama County,18-49,MALE,4,2023-09-04,202336,1,8,0,0,0,0
Tehama County,18-49,MALE,4,2023-09-11,202337,3,11,0,0,0,0
Tehama County,18-49,MALE,4,2023-09-18,202338,1,12,0,0,0,0
Tehama County,18-49,MALE,4,2023-09-25,202339,1,13,0,0,0,0
Tehama County,18-49,MALE,4,2023-10-02,202340,4,17,0,0,0,0
Tehama County,18-49,MALE,4,2023-10-09,202341,1,18,0,0,0,0
Tehama County,18-49,MALE,4,2023-10-16,202342,0,18,0,0,0,0
Tehama County,18-49,MALE,4,2023-10-23,202343,1,19,0,0,0,0
Tehama County,18-49,MALE,4,2023-10-30,202344,1,20,0,0,0,0
Tehama County,18-49,MALE,4,2023-11-06,202345,0,20,0,0,0,0
Tehama County,18-49,MALE,4,2023-11-13,202346,0,20,0,0,0,0
Tehama County,18-49,MALE,4,2023-11-20,202347,0,20,0,0,0,0
Tehama County,18-49,MALE,4,2023-11-27,202348,0,20,0,0,0,0
Tehama County,18-49,MALE,4,2023-12-04,202349,0,20,0,0,0,0
Tehama County,18-49,MALE,4,2023-12-11,202350,0,20,0,0,0,0
Tehama County,18-49,MALE,4,2023-12-18,202351,0,20,0,0,0,0
Tehama County,18-49,MALE,4,2023-12-25,202352,0,20,0,0,0,0
Tehama County,18-49,MALE,5,2023-05-29,202322,0,0,0,0,0,0
Tehama County,18-49,MALE,5,2023-06-05,202323,0,0,0,0,0,0
Tehama County,18-49,MALE,5,2023-06-12,202324,0,0,0,0,0,0
Tehama County,18-49,MALE,5,2023-06-19,202325,0,0,0,0,0,0
Tehama County,18-49,MALE,5,2023-06-26,202326,0,0,0,0,0,0
Tehama County,18-49,MALE,5,2023-07-03,202327,1,1,0,0,0,0
Tehama County,18-49,MALE,5,2023-07-10,202328,0,1,0,0,0,0
Tehama County,18-49,MALE,5,2023-07-17,202329,0,1,0,0,0,0
Tehama County,18-49,MALE,5,2023-07-24,202330,0,1,0,0,0,0
Tehama County,18-49,MALE,5,2023-07-31,202331,0,1,0,0,0,0
Tehama County,18-49,MALE,5,2023-08-07,202332,0,1,0,0,0,0
Tehama County,18-49,MALE,5,2023-08-14,202333,0,1,0,0,0,0
Tehama County,18-49,MALE,5,2023-08-21,202334,0,1,0,0,0,0
Tehama County,18-49,MALE,5,2023-08-28,202335,3,4,0,0,0,0
Tehama County,18-49,MALE,5,2023-09-04,202336,0,4,0,0,0,0
Tehama County,18-49,MALE,5,2023-09-11,202337,0,4,0,0,0,0
Tehama County,18-49,MALE,5,2023-09-18,202338,0,4,0,0,0,0
Tehama County,18-49,MALE,5,2023-09-25,202339,0,4,0,0,0,0
Tehama County,18-49,MALE,5,2023-10-02,202340,2,6,0,0,0,0
Tehama County,18-49,MALE,5,2023-10-09,202341,0,6,0,0,0,0
Tehama County,18-49,MALE,5,2023-10-16,202342,0,6,0,0,0,0
Tehama County,18-49,MALE,5,2023-10-23,202343,0,6,0,0,0,0
Tehama County,18-49,MALE,5,2023-10-30,202344,0,6,0,0,0,0
Tehama County,18-49,MALE,5,2023-11-06,202345,0,6,0,0,0,0
Tehama County,18-49,MALE,5,2023-11-13,202346,0,6,0,0,0,0
Tehama County,18-49,MALE,5,2023-11-20,202347,0,6,0,0,0,0
Tehama County,18-49,MALE,5,2023-11-27,202348,0,6,0,0,0,0
Tehama County,18-49,MALE,5,2023-12-04,202349,0,6,0,0,0,0
Tehama County,18-49,MALE,5,2023-12-11,202350,0,6,0,0,0,0
Tehama County,18-49,MALE,5,2023-12-18,202351,0,6,0,0,0,0
Tehama County,18-49,MALE,5,2023-12-25,202352,0,6,0,0,0,0
Tehama County,18-49,MALE,6,2023-05-29,202322,0,0,0,0,0,0
Tehama County,18-49,MALE,6,2023-06-05,202323,0,0,0,0,0,0
Tehama County,18-49,MALE,6,2023-06-12,202324,0,0,0,0,0,0
Tehama County,18-49,MALE,6,2023-06-19,202325,0,0,0,0,0,0
Tehama County,18-49,MALE,6,2023-06-26,202326,1,1,0,0,0,0
Tehama County,18-49,MALE,6,2023-07-03,202327,1,2,0,0,0,0
Tehama County,18-49,MALE,6,2023-07-10,202328,1,3,0,0,0,0
Tehama County,18-49,MALE,6,2023-07-17,202329,0,3,0,0,0,0
Tehama County,18-49,MALE,6,2023-07-24,202330,2,5,0,0,0,0
Tehama County,18-49,MALE,6,2023-07-31,202331,1,6,0,0,0,0
Tehama County,18-49,MALE,6,2023-08-07,202332,1,7,0,0,0,0
Tehama County,18-49,MALE,6,2023-08-14,202333,2,9,0,0,0,0
Tehama County,18-49,MALE,6,2023-08-21,202334,9,18,0,0,0,0
Tehama County,18-49,MALE,6,2023-08-28,202335,12,30,0,0,0,0
Tehama County,18-49,MALE,6,2023-09-04,202336,10,40,1,1,0,0
Tehama County,18-49,MALE,6,2023-09-11,202337,5,45,2,3,0,0
Tehama County,18-49,MALE,6,2023-09-18,202338,7,52,0,3,0,0
Tehama County,18-49,MALE,6,2023-09-25,202339,8,60,1,4,0,0
Tehama County,18-49,MALE,6,2023-10-02,202340,5,65,0,4,0,0
Tehama County,18-49,MALE,6,2023-10-09,202341,9,74,1,5,0,0
Tehama County,18-49,MALE,6,2023-10-16,202342,3,77,1,6,1,1
Tehama County,18-49,MALE,6,2023-10-23,202343,2,79,0,6,1,2
Tehama County,18-49,MALE,6,2023-10-30,202344,3,82,1,7,0,2
Tehama County,18-49,MALE,6,2023-11-06,202345,3,85,0,7,1,3
Tehama County,18-49,MALE,6,2023-11-13,202346,1,86,0,7,0,3
Tehama County,18-49,MALE,6,2023-11-20,202347,0,86,0,7,0,3
Tehama County,18-49,MALE,6,2023-11-27,202348,0,86,0,7,0,3
Tehama County,18-49,MALE,6,2023-12-04,202349,0,86,0,7,0,3
Tehama County,18-49,MALE,6,2023-12-11,202350,0,86,0,7,0,3
Tehama County,18-49,MALE,6,2023-12-18,202351,0,86,0,7,0,3
Tehama County,18-49,MALE,6,2023-12-25,202352,0,86,0,7,0,3
Tehama County,18-49,MALE,7,2023-05-29,202322,2,2,0,0,0,0
Tehama County,18-49,MALE,7,2023-06-05,202323,3,5,0,0,0,0
Tehama County,18-49,MALE,7,2023-06-12,202324,4,9,0,0,0,0
Tehama County,18-49,MALE,7,2023-06-19,202325,9,18,0,0,0,0
Tehama County,18-49,MALE,7,2023-06-26,202326,19,37,1,1,0,0
Tehama County,18-49,MALE,7,2023-07-03,202327,16,53,2,3,0,0
Tehama County,18-49,MALE,7,2023-07-10,202328,22,75,0,3,1,1
Tehama County,18-49,MALE,7,2023-07-17,202329,13,88,0,3,0,1
Tehama County,18-49,MALE,7,2023-07-24,202330,15,103,1,4,0,1
Tehama County,18-49,MALE,7,2023-07-31,202331,36,139,0,4,1,2
Tehama County,18-49,MALE,7,2023-08-07,202332,33,172,1,5,0,2
Tehama County,18-49,MALE,7,2023-08-14,202333,35,207,1,6,0,2
Tehama County,18-49,MALE,7,2023-08-21,202334,40,247,0,6,0,2
Tehama County,18-49,MALE,7,2023-08-28,202335,84,331,3,9,0,2
Tehama County,18-49,MALE,7,2023-09-04,202336,86,417,7,16,1,3
Tehama County,18-49,MALE,7,2023-09-11,202337,87,504,9,25,0,3
Tehama County,18-49,MALE,7,2023-09-18,202338,76,580,8,33,1,4
Tehama County,18-49,MALE,7,2023-09-25,202339,75,655,4,37,2,6
Tehama County,18-49,MALE,7,2023-10-02,202340,74,729,7,44,0,6
Tehama County,18-49,MALE,7,2023-10-09,202341,68,797,7,51,2,8
Tehama County,18-49,MALE,7,2023-10-16,202342,69,866,2,53,3,11
Tehama County,18-49,MALE,7,2023-10-23,202343,52,918,3,56,0,11
Tehama County,18-49,MALE,7,2023-10-30,202344,39,957,7,63,2,13
Tehama County,18-49,MALE,7,2023-11-06,202345,28,985,2,65,2,15
Tehama County,18-49,MALE,7,2023-11-13,202346,9,994,1,66,0,15
Tehama County,18-49,MALE,7,2023-11-20,202347,3,997,1,67,0,15
Tehama County,18-49,MALE,7,2023-11-27,202348,3,1000,0,67,0,15
Tehama County,18-49,MALE,7,2023-12-04,202349,0,1000,1,68,0,15
Tehama County,18-49,MALE,7,2023-12-11,202350,1,1001,0,68,0,15
Tehama County,18-49,MALE,7,2023-12-18,202351,0,1001,0,68,0,15
Tehama County,18-49,MALE,7,2023-12-25,202352,0,1001,0,68,0,15
Tehama County,50-64,FEMALE,1,2023-05-29,202322,0,0,0,0,0,0
Tehama County,50-64,FEMALE,1,2023-06-05,202323,1,1,0,0,0,0
Tehama County,50-64,FEMALE,1,2023-06-12,202324,1,2,0,0,0,0
Tehama County,50-64,FEMALE,1,2023-06-19,202325,2,4,0,0,0,0
Tehama County,50-64,FEMALE,1,2023-06-26,202326,7,11,0,0,0,0
Tehama County,50-64,FEMALE,1,2023-07-03,202327,11,22,0,0,0,0
Tehama County,50-64,FEMALE,1,2023-07-10,202328,10,32,0,0,0,0
Tehama County,50-64,FEMALE,1,2023-07-17,202329,15,47,0,0,0,0
Tehama County,50-64,FEMALE,1,2023-07-24,202330,6,53,1,1,0,0
Tehama County,50-64,FEMALE,1,2023-07-31,202331,14,67,0,1,0,0
Tehama County,50-64,FEMALE,1,2023-08-07,202332,14,81,2,3,0,0
Tehama County,50-64,FEMALE,1,2023-08-14,202333,23,104,0,3,0,0
Tehama County,50-64,FEMALE,1,2023-08-21,202334,24,128,2,5,0,0
Tehama County,50-64,FEMALE,1,2023-08-28,202335,52,180,1,6,0,0
Tehama County,50-64,FEMALE,1,2023-09-04,202336,51,231,2,8,0,0
Tehama County,50-64,FEMALE,1,2023-09-11,202337,53,284,3,11,0,0
Tehama County,50-64,FEMALE,1,2023-09-18,202338,39,323,3,14,0,0
Tehama County,50-64,FEMALE,1,2023-09-25,202339,38,361,2,16,0,0
Tehama County,50-64,FEMALE,1,2023-10-02,202340,30,391,4,20,0,0
Tehama County,50-64,FEMALE,1,2023-10-09,202341,38,429,1,21,0,0
Tehama County,50-64,FEMALE,1,2023-10-16,202342,37,466,2,23,0,0
Tehama County,50-64,FEMALE,1,2023-10-23,202343,35,501,0,23,0,0
Tehama County,50-64,FEMALE,1,2023-10-30,202344,18,519,1,24,0,0
Tehama County,50-64,FEMALE,1,2023-11-06,202345,22,541,1,25,0,0
Tehama County,50-64,FEMALE,1,2023-11-13,202346,7,548,5,30,0,0
Tehama County,50-64,FEMALE,1,2023-11-20,202347,1,549,1,31,0,0
Tehama County,50-64,FEMALE,1,2023-11-27,202348,2,551,0,31,1,1
Tehama County,50-64,FEMALE,1,2023-12-04,202349,0,551,0,31,0,1
Tehama County,50-64,FEMALE,1,2023-12-11,202350,2,553,0,31,0,1
Tehama County,50-64,FEMALE,1,2023-12-18,202351,0,553,0,31,0,1
Tehama County,50-64,FEMALE,1,2023-12-25,202352,0,553,0,31,0,1
Tehama County,50-64,FEMALE,2,2023-05-29,202322,0,0,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-06-05,202323,0,0,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-06-12,202324,0,0,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-06-19,202325,0,0,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-06-26,202326,0,0,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-07-03,202327,0,0,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-07-10,202328,0,0,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-07-17,202329,0,0,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-07-24,202330,0,0,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-07-31,202331,0,0,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-08-07,202332,0,0,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-08-14,202333,0,0,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-08-21,202334,0,0,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-08-28,202335,2,2,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-09-04,202336,1,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-09-11,202337,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-09-18,202338,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-09-25,202339,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-10-02,202340,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-10-09,202341,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-10-16,202342,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-10-23,202343,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-10-30,202344,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-11-06,202345,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-11-13,202346,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-11-20,202347,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-11-27,202348,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-12-04,202349,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-12-11,202350,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-12-18,202351,0,3,0,0,0,0
Tehama County,50-64,FEMALE,2,2023-12-25,202352,0,3,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-05-29,202322,0,0,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-06-05,202323,0,0,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-06-12,202324,0,0,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-06-19,202325,0,0,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-06-26,202326,1,1,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-07-03,202327,1,2,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-07-10,202328,0,2,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-07-17,202329,0,2,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-07-24,202330,1,3,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-07-31,202331,0,3,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-08-07,202332,2,5,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-08-14,202333,0,5,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-08-21,202334,2,7,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-08-28,202335,1,8,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-09-04,202336,2,10,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-09-11,202337,2,12,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-09-18,202338,2,14,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-09-25,202339,0,14,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-10-02,202340,4,18,0,0,0,0
Tehama County,50-64,FEMALE,3,2023-10-09,202341,0,18,1,1,0,0
Tehama County,50-64,FEMALE,3,2023-10-16,202342,0,18,0,1,0,0
Tehama County,50-64,FEMALE,3,2023-10-23,202343,0,18,0,1,0,0
Tehama County,50-64,FEMALE,3,2023-10-30,202344,1,19,0,1,0,0
Tehama County,50-64,FEMALE,3,2023-11-06,202345,0,19,0,1,0,0
Tehama County,50-64,FEMALE,3,2023-11-13,202346,1,20,0,1,0,0
Tehama County,50-64,FEMALE,3,2023-11-20,202347,1,21,0,1,0,0
Tehama County,50-64,FEMALE,3,2023-11-27,202348,0,21,1,2,0,0
Tehama County,50-64,FEMALE,3,2023-12-04,202349,0,21,0,2,0,0
Tehama County,50-64,FEMALE,3,2023-12-11,202350,0,21,0,2,0,0
Tehama County,50-64,FEMALE,3,2023-12-18,202351,0,21,0,2,0,0
Tehama County,50-64,FEMALE,3,2023-12-25,202352,0,21,0,2,0,0
Tehama County,50-64,FEMALE,4,2023-05-29,202322,0,0,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-06-05,202323,0,0,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-06-12,202324,0,0,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-06-19,202325,0,0,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-06-26,202326,0,0,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-07-03,202327,0,0,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-07-10,202328,0,0,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-07-17,202329,0,0,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-07-24,202330,0,0,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-07-31,202331,0,0,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-08-07,202332,0,0,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-08-14,202333,1,1,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-08-21,202334,0,1,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-08-28,202335,2,3,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-09-04,202336,1,4,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-09-11,202337,1,5,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-09-18,202338,1,6,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-09-25,202339,0,6,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-10-02,202340,0,6,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-10-09,202341,1,7,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-10-16,202342,0,7,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-10-23,202343,2,9,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-10-30,202344,1,10,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-11-06,202345,1,11,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-11-13,202346,0,11,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-11-20,202347,0,11,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-11-27,202348,0,11,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-12-04,202349,0,11,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-12-11,202350,0,11,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-12-18,202351,0,11,0,0,0,0
Tehama County,50-64,FEMALE,4,2023-12-25,202352,0,11,0,0,0,0
